symbol,yfinance_symbol,name,sector,exchange
NVRI,NVRI,ENVIRI CORP,Industrials,NYSE
FBIZ,FBIZ,FIRST BUSINESS FINANCIAL SERVICES,Financials,NASDAQ
BBNX,BBNX,BETA BIONICS INC,Health Care,NASDAQ
CVLG,CVLG,COVENANT LOGISTICS GROUP INC CLASS,Industrials,NYSE
CTMX,CTMX,CYTOMX THERAPEUTICS INC,Health Care,NASDAQ
SFST,SFST,SOUTHERN FIRST BANCSHARES INC,Financials,NASDAQ
CSV,CSV,CARRIAGE SERVICES INC,Consumer Discretionary,NYSE
ODD,ODD,ODDITY TECH LTD CLASS A,Consumer Staples,NASDAQ
UHT,UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,NYSE
IIIN,IIIN,INSTEEL INDUSTRIES INC,Industrials,NYSE
SHEN,SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication,NASDAQ
FOR,FOR,FORESTAR GROUP INC,Real Estate,NYSE
CERS,CERS,CERUS CORP,Health Care,NASDAQ
RWT,RWT,REDWOOD TRUST REIT INC,Financials,NYSE
LPTH,LPTH,LIGHTPATH TECHNOLOGIES INC CLASS A,Information Technology,NASDAQ
LXRX,LXRX,LEXICON PHARMACEUTICALS INC,Health Care,NASDAQ
NVEC,NVEC,NVE CORP,Information Technology,NASDAQ
EBF,EBF,ENNIS INC,Industrials,NYSE
ZVRA,ZVRA,ZEVRA THERAPEUTICS INC,Health Care,NASDAQ
BOW,BOW,BOWHEAD SPECIALTY HOLDINGS INC,Financials,NYSE
BCAL,BCAL,CALIFORNIA BANCORP,Financials,NASDAQ
RYAM,RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,NYSE
KODK,KODK,EASTMAN KODAK,Information Technology,NYSE
CRMD,CRMD,CORMEDIX INC,Health Care,NASDAQ
DRUG,DRUG,BRIGHT MINDS BIOSCIENCES INC,Health Care,NASDAQ
RES,RES,RPC INC,Energy,NYSE
AHRT,AHRT,AH REALTY INC,Real Estate,NYSE
HBCP,HBCP,HOME BANCORP INC,Financials,NASDAQ
CARS,CARS,CARS.COM INC,Communication,NYSE
ASIX,ASIX,ADVANSIX INC,Materials,NYSE
ETD,ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,NYSE
ATLC,ATLC,ATLANTICUS HOLDINGS CORP,Financials,NASDAQ
ANGO,ANGO,ANGIODYNAMICS INC,Health Care,NASDAQ
FET,FET,FORUM ENERGY TECHNOLOGIES INC,Energy,NYSE
GEFB,GEF-B,GREIF INC CLASS B,Materials,NYSE
EGY,EGY,VAALCO ENERGY INC,Energy,NYSE
OXM,OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,NYSE
MBUU,MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,NASDAQ
NAVI,NAVI,NAVIENT CORP,Financials,NASDAQ
MLAB,MLAB,MESA LABORATORIES INC,Health Care,NASDAQ
PHR,PHR,PHREESIA INC,Health Care,NYSE
OPK,OPK,OPKO HEALTH INC,Health Care,NASDAQ
RGR,RGR,STURM RUGER INC,Consumer Discretionary,NYSE
CRSR,CRSR,CORSAIR GAMING INC,Information Technology,NASDAQ
XMAX,XMAX,XMAX INC,Consumer Discretionary,NASDAQ
BSRR,BSRR,SIERRA BANCORP,Financials,NASDAQ
RRBI,RRBI,RED RIVER BANCSHARES INC,Financials,NASDAQ
DC,DC,DAKOTA GOLD CORP,Materials,NYSE American
CHCT,CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate,NYSE
CCB,CCB,COASTAL FINANCIAL CORP,Financials,NASDAQ
NXDR,NXDR,NEXTDOOR HOLDINGS INC CLASS A,Communication,NYSE
BDN,BDN,BRANDYWINE REALTY TRUST REIT,Real Estate,NYSE
OOMA,OOMA,OOMA INC,Information Technology,NYSE
GIC,GIC,GLOBAL INDUSTRIAL,Industrials,NYSE
REPX,REPX,RILEY EXPLORATION PERMIAN INC,Energy,NYSE American
MMED,MMED,MINIMED INC,Health Care,NASDAQ
CTKB,CTKB,CYTEK BIOSCIENCES INC,Health Care,NASDAQ
ALLO,ALLO,ALLOGENE THERAPEUTICS INC,Health Care,NASDAQ
MNPR,MNPR,MONOPAR THERAPEUTICS INC,Health Care,NASDAQ
MDXG,MDXG,MIMEDX GROUP INC,Health Care,NASDAQ
ELE,ELE,ELEMENTAL ROYALTY CORP,Materials,NASDAQ
COFS,COFS,CHOICEONE FINANCIAL SERVICES INC,Financials,NASDAQ
RPC,RPC,RIDGEPOST CAPITAL INC CLASS A,Financials,NYSE
RHLD,RHLD,RESOLUTE HOLDINGS MANAGEMENT INC,Industrials,NYSE
CPS,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,NYSE
HNRG,HNRG,HALLADOR ENERGY,Utilities,NASDAQ
PUBM,PUBM,PUBMATIC INC CLASS A,Communication,NASDAQ
FMAO,FMAO,FARMERS AND MERCHANTS BANCORP INC,Financials,NASDAQ
AIOT,AIOT,POWERFLEET INC,Information Technology,NASDAQ
RLMD,RLMD,RELMADA THERAPEUTICS INC,Health Care,NASDAQ
WNC,WNC,WABASH NATIONAL CORP,Industrials,NYSE
ALOY,ALOY,REALLOYS INC,Materials,NASDAQ
VTS,VTS,VITESSE ENERGY INC,Energy,NYSE
MYGN,MYGN,MYRIAD GENETICS INC,Health Care,NASDAQ
ARVN,ARVN,ARVINAS INC,Health Care,NASDAQ
MTW,MTW,MANITOWOC INC,Industrials,NYSE
RGNX,RGNX,REGENXBIO INC,Health Care,NASDAQ
AVLN,AVLN,AVALYN PHARMA INC,Health Care,NASDAQ
RBB,RBB,RBB BANCORP,Financials,NASDAQ
SFIX,SFIX,STITCH FIX INC CLASS A,Consumer Discretionary,NASDAQ
HTLD,HTLD,HEARTLAND EXPRESS INC,Industrials,NASDAQ
AKTS,AKTS,AKTIS ONCOLOGY INC,Health Care,NASDAQ
MEI,MEI,METHODE ELECTRONICS INC,Information Technology,NYSE
BWFG,BWFG,BANKWELL FINANCIAL GROUP INC,Financials,NASDAQ
OBT,OBT,ORANGE COUNTY BANCORP INC,Financials,NASDAQ
AEBI,AEBI,AEBI SCHMIDT HOLDING AG,Industrials,NASDAQ
VSTM,VSTM,VERASTEM INC,Health Care,NASDAQ
CBLL,CBLL,CERIBELL INC,Health Care,NASDAQ
CLB,CLB,CORE LABORATORIES INC,Energy,NYSE
ACHV,ACHV,ACHIEVE LIFE SCIENCES INC,Health Care,NASDAQ
CBAN,CBAN,COLONY BANKCORP INC,Financials,NYSE
TATT,TATT,TAT TECHNOLOGIES LTD,Industrials,NASDAQ
ILPT,ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate,NASDAQ
GDYN,GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology,NASDAQ
IIIV,IIIV,I3 VERTICALS INC CLASS A,Information Technology,NASDAQ
JCAP,JCAP,JEFFERSON CAPITAL INC,Financials,NASDAQ
SPT,SPT,SPROUT SOCIAL INC CLASS A,Information Technology,NASDAQ
HIFS,HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials,NASDAQ
MATV,MATV,MATIV HOLDINGS INC,Materials,NYSE
DIN,DIN,DINE BRANDS GLOBAL INC,Consumer Discretionary,NYSE
YEXT,YEXT,YEXT INC,Information Technology,NYSE
GLRE,GLRE,GREENLIGHT CAPITAL LTD CLASS A,Financials,NASDAQ
LOCO,LOCO,EL POLLO LOCO INC,Consumer Discretionary,NASDAQ
AEVA,AEVA,AEVA TECHNOLOGIES INC,Information Technology,NASDAQ
OFIX,OFIX,ORTHOFIX MEDICAL INC,Health Care,NASDAQ
XRN,XRN,CHIRON REAL ESTATE INC,Real Estate,NYSE
WTBA,WTBA,WEST BANCORPORATION INC,Financials,NASDAQ
VREX,VREX,VAREX IMAGING CORP,Health Care,NASDAQ
HYLN,HYLN,HYLIION HOLDINGS CORP,Industrials,NYSE American
URG,URG,UR ENERGY INC,Energy,NYSE American
WRLD,WRLD,WORLD ACCEPTANCE CORP,Financials,NASDAQ
ASPI,ASPI,ASP ISOTOPES INC,Materials,NASDAQ
KELYA,KELYA,KELLY SERVICES INC CLASS A,Industrials,NASDAQ
FDMT,FDMT,4D MOLECULAR THERAPEUTICS INC,Health Care,NASDAQ
CLMB,CLMB,CLIMB GLOBAL SOLUTIONS INC,Information Technology,NASDAQ
BWB,BWB,BRIDGEWATER BANCSHARES INC,Financials,NASDAQ
TIPT,TIPT,TIPTREE INC,Financials,NASDAQ
BTBT,BTBT,BIT DIGITAL INC,Information Technology,NASDAQ
HSHP,HSHP,HIMALAYA SHIPPING LTD,Industrials,NYSE
UNTY,UNTY,UNITY BANCORP INC,Financials,NASDAQ
YORW,YORW,YORK WATER,Utilities,NASDAQ
BMRC,BMRC,BANK OF MARIN BANCORP,Financials,NASDAQ
VITL,VITL,VITAL FARMS INC,Consumer Staples,NASDAQ
GRND,GRND,GRINDR INC,Communication,NYSE
CZNC,CZNC,CITIZENS AND NORTHERN CORP,Financials,NASDAQ
NEWT,NEWT,NEWTEKONE INC,Financials,NASDAQ
LXFR,LXFR,LUXFER HOLDINGS PLC,Industrials,NYSE
BFS,BFS,SAUL CENTERS REIT INC,Real Estate,NYSE
SB,SB,SAFE BULKERS INC,Industrials,NYSE
CWCO,CWCO,CONSOLIDATED WATER LTD,Utilities,NASDAQ
IDR,IDR,IDAHO STRATEGIC RESOURCES INC,Materials,NYSE American
PHAT,PHAT,PHATHOM PHARMACEUTICALS INC,Health Care,NASDAQ
OLP,OLP,ONE LIBERTY PROPERTIES REIT INC,Real Estate,NYSE
SD,SD,SANDRIDGE ENERGY INC,Energy,NYSE
DGICA,DGICA,DONEGAL GROUP INC CLASS A,Financials,NASDAQ
MAGN,MAGN,MAGNERA CORP,Materials,NYSE
WEAV,WEAV,WEAVE COMMUNICATIONS INC,Information Technology,NYSE
ITIC,ITIC,INVESTORS TITLE,Financials,NASDAQ
CAL,CAL,CALERES INC,Consumer Discretionary,NYSE
CBNK,CBNK,CAPITAL BANCORP INC,Financials,NASDAQ
MCFT,MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,NASDAQ
ERII,ERII,ENERGY RECOVERY INC,Industrials,NASDAQ
STTK,STTK,SHATTUCK LABS INC,Health Care,NASDAQ
IHRT,IHRT,IHEARTMEDIA INC CLASS A,Communication,NASDAQ
XRX,XRX,XEROX HOLDINGS CORP,Information Technology,NASDAQ
FIP,FIP,FTAI INFRASTRUCTURE INC,Industrials,NASDAQ
METC,METC,RAMACO RESOURCES INC CLASS A,Materials,NASDAQ
OIS,OIS,OIL STATES INTERNATIONAL INC,Energy,NYSE
CENT,CENT,CENTRAL GARDEN AND PET,Consumer Staples,NASDAQ
REPL,REPL,REPLIMUNE GROUP INC,Health Care,NASDAQ
PLBC,PLBC,PLUMAS BANCORP,Financials,NASDAQ
BBW,BBW,BUILD A BEAR WORKSHOP INC,Consumer Discretionary,NYSE
MAX,MAX,MEDIAALPHA INC CLASS A,Communication,NYSE
CLYM,CLYM,CLIMB BIO INC,Health Care,NASDAQ
NGVC,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,NYSE
ULCC,ULCC,FRONTIER GROUP HOLDINGS INC,Industrials,NASDAQ
SLDP,SLDP,SOLID POWER INC CLASS A,Consumer Discretionary,NASDAQ
OCGN,OCGN,OCUGEN INC,Health Care,NASDAQ
MNTN,MNTN,MNTN INC CLASS A,Communication,NYSE
PAYS,PAYS,PAYSIGN INC,Financials,NASDAQ
SGMT,SGMT,SAGIMET BIOSCIENCES INC SERIES A,Health Care,NASDAQ
ISTR,ISTR,INVESTAR HOLDING CORP,Financials,NASDAQ
CTGO,CTGO,CONTANGO SILVER AND GOLD INC,Materials,NYSE American
PACB,PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Health Care,NASDAQ
FRST,FRST,PRIMIS FINANCIAL CORP,Financials,NASDAQ
FRBA,FRBA,FIRST BANK,Financials,NASDAQ
BXC,BXC,BLUELINX HOLDINGS INC,Industrials,NYSE
TTAM,TTAM,TITAN AMERICA SA,Materials,NYSE
CLPT,CLPT,CLEARPOINT NEURO INC,Health Care,NASDAQ
FSTR,FSTR,LB FOSTER,Industrials,NASDAQ
ACCO,ACCO,ACCO BRANDS CORP,Industrials,NYSE
MEC,MEC,MAYVILLE ENGINEERING COMPANY INC,Industrials,NYSE
PKOH,PKOH,PARK OHIO HOLDINGS CORP,Industrials,NASDAQ
FEIM,FEIM,FREQUENCY ELECTRONICS INC,Information Technology,NASDAQ
NGS,NGS,NATURAL GAS SERVICES GROUP INC,Energy,NYSE
VLGEA,VLGEA,VILLAGE SUPER MARKET INC CLASS A,Consumer Staples,NASDAQ
FNLC,FNLC,FIRST BANCORP INC,Financials,NASDAQ
RXT,RXT,RACKSPACE TECHNOLOGY INC,Information Technology,NASDAQ
AQST,AQST,AQUESTIVE THERAPEUTICS INC,Health Care,NASDAQ
CTNM,CTNM,CONTINEUM THERAPEUTICS INC CLASS A,Health Care,NASDAQ
TWI,TWI,TITAN INTERNATIONAL INC,Industrials,NYSE
PKBK,PKBK,PARKE BANCORP INC,Financials,NASDAQ
FLGT,FLGT,FULGENT GENETICS INC,Health Care,NASDAQ
FPI,FPI,FARMLAND PARTNERS INC,Real Estate,NYSE
DSGN,DSGN,DESIGN THERAPEUTICS INC,Health Care,NASDAQ
DDD,DDD,3D SYSTEMS CORP,Industrials,NYSE
STRT,STRT,STRATTEC SECURITY CORP,Consumer Discretionary,NASDAQ
PDLB,PDLB,PONCE FINANCIAL GROUP INC,Financials,NASDAQ
VMD,VMD,VIEMED HEALTHCARE INC,Health Care,NASDAQ
BATRA,BATRA,ATLANTA BRAVES HOLDINGS INC SERIES,Communication,NASDAQ
CWH,CWH,CAMPING WORLD HOLDINGS INC CLASS A,Consumer Discretionary,NYSE
NRGV,NRGV,ENERGY VAULT HOLDINGS INC,Industrials,NYSE
IPI,IPI,INTREPID POTASH INC,Materials,NYSE
TOI,TOI,ONCOLOGY INSTITUTE INC,Health Care,NASDAQ
ARHS,ARHS,ARHAUS INC CLASS A,Consumer Discretionary,NASDAQ
SVV,SVV,SAVERS VALUE VILLAGE INC,Consumer Discretionary,NYSE
DNA,DNA,GINKGO BIOWORKS HOLDINGS INC CLASS,Health Care,NYSE
STRO,STRO,SUTRO BIOPHARMA INC,Health Care,NASDAQ
RZLT,RZLT,REZOLUTE INC,Health Care,NASDAQ
GSM,GSM,FERROGLOBE PLC,Materials,NASDAQ
NUAI,NUAI,NEW ERA ENERGY AND DIGITAL INC,Energy,NASDAQ
EBS,EBS,EMERGENT BIOSOLUTIONS INC,Health Care,NYSE
IMXI,IMXI,INTERNATIONAL MONEY EXPRESS INC,Financials,NASDAQ
NVCT,NVCT,NUVECTIS PHARMA INC,Health Care,NASDAQ
NGNE,NGNE,NEUROGENE INC,Health Care,NASDAQ
CRML,CRML,CRITICAL METALS CORP,Materials,NASDAQ
AGNT,AGNT,AGNT INC,Real Estate,NASDAQ
MVBF,MVBF,MVB FINANCIAL CORP,Financials,NASDAQ
FVR,FVR,FRONTVIEW REIT INC,Real Estate,NYSE
TENX,TENX,TENAX THERAPEUTICS INC,Health Care,NASDAQ
TITN,TITN,TITAN MACHINERY INC,Industrials,NASDAQ
GCO,GCO,GENESCO INC,Consumer Discretionary,NYSE
DFH,DFH,DREAM FINDERS HOMES INC CLASS A,Other,NYSE
PRTA,PRTA,PROTHENA PLC,Health Care,NASDAQ
ORN,ORN,ORION GROUP INC,Industrials,NYSE
BBBY,BBBY,BED BATH AND BEYOND INC,Consumer Discretionary,NYSE
CRNC,CRNC,CERENCE INC,Information Technology,NASDAQ
NMAX,NMAX,NEWSMAX INC CLASS B,Communication,NYSE
OEC,OEC,ORION SA,Materials,NYSE
KREF,KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,NYSE
HY,HY,HYSTER YALE INC CLASS A,Industrials,NYSE
CYH,CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care,NYSE
IBEX,IBEX,IBEX LTD,Industrials,NASDAQ
TREE,TREE,LENDINGTREE INC,Financials,NASDAQ
NECB,NECB,NORTHEAST COMMUNITY BANCORP INC,Financials,NASDAQ
NPB,NPB,NORTHPOINTE BANCSHARES INC,Financials,NYSE
ENTA,ENTA,ENANTA PHARMACEUTICALS INC,Health Care,NASDAQ
GTN,GTN,GRAY MEDIA INC,Communication,NYSE
BELFA,BELFA,BEL FUSE INC CLASS A,Information Technology,NASDAQ
EVH,EVH,EVOLENT HEALTH INC CLASS A,Health Care,NYSE
CCCC,CCCC,C4 THERAPEUTICS INC,Health Care,NASDAQ
BWMN,BWMN,BOWMAN CONSULTING GROUP LTD,Industrials,NASDAQ
NPCE,NPCE,NEUROPACE INC,Health Care,NASDAQ
HVT,HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,NYSE
WLTH,WLTH,WEALTHFRONT CORP,Financials,NASDAQ
XPER,XPER,XPERI INC,Information Technology,NYSE
TSBK,TSBK,TIMBERLAND BANCORP INC,Financials,NASDAQ
GEVO,GEVO,GEVO INC,Energy,NASDAQ
RMR,RMR,RMR GROUP INC CLASS A,Real Estate,NASDAQ
NWFL,NWFL,NORWOOD FINANCIAL CORP,Financials,NASDAQ
PBYI,PBYI,PUMA BIOTECHNOLOGY INC,Health Care,NASDAQ
CZFS,CZFS,CITIZENS FINANCIAL SERVICES INC,Financials,NASDAQ
EOLS,EOLS,EVOLUS INC,Health Care,NASDAQ
OVID,OVID,OVID THERAPEUTICS INC,Health Care,NASDAQ
RCKY,RCKY,ROCKY BRANDS INC,Consumer Discretionary,NASDAQ
CLFD,CLFD,CLEARFIELD INC,Information Technology,NASDAQ
HNST,HNST,THE HONEST COMPANY INC,Consumer Staples,NASDAQ
AKBA,AKBA,AKEBIA THERAPEUTICS INC,Health Care,NASDAQ
IMMX,IMMX,IMMIX BIOPHARMA INC,Health Care,NASDAQ
DCTH,DCTH,DELCATH SYS INC,Health Care,NASDAQ
KRT,KRT,KARAT PACKAGING INC,Industrials,NASDAQ
TRC,TRC,TEJON RANCH,Real Estate,NYSE
MPTI,MPTI,M TRON INDUSTRIES INC,Information Technology,NYSE American
BCML,BCML,BAYCOM CORP,Financials,NASDAQ
SPRY,SPRY,ARS PHARMACEUTICALS INC,Health Care,NASDAQ
SPIR,SPIR,SPIRE GLOBAL INC CLASS A,Industrials,NYSE
PCB,PCB,PCB BANCORP,Financials,NASDAQ
ALTO,ALTO,ALTO INGREDIENTS INC,Materials,NASDAQ
CHMG,CHMG,CHEMUNG FINANCIAL CORP,Financials,NASDAQ
CTRN,CTRN,CITI TRENDS INC,Consumer Discretionary,NASDAQ
MNRO,MNRO,MONRO INC,Consumer Discretionary,NASDAQ
SRTA,SRTA,STRATA CRITICAL MEDICAL INC CLASS,Health Care,NASDAQ
ACIC,ACIC,AMERICAN COASTAL INSURANCE CORP,Financials,NASDAQ
KIDS,KIDS,ORTHOPEDIATRICS CORP,Health Care,NASDAQ
SERV,SERV,SERVE ROBOTICS INC,Consumer Discretionary,NASDAQ
LAND,LAND,GLADSTONE LAND REIT CORP,Real Estate,NASDAQ
WTI,WTI,W AND T OFFSHORE INC,Energy,NYSE
STRZ,STRZ,STARZ ENTERTAINMENT CORP,Communication,NASDAQ
FTK,FTK,FLOTEK INDUSTRIES INC,Materials,NYSE
AVIR,AVIR,ATEA PHARMACEUTICALS INC,Health Care,NASDAQ
GENB,GENB,GENERATE BIOMEDICINES INC,Health Care,NASDAQ
BLND,BLND,BLEND LABS INC CLASS A,Information Technology,NYSE
FVCB,FVCB,FVCBANKCORP INC,Financials,NASDAQ
WSBF,WSBF,WATERSTONE FINANCIAL INC,Financials,NASDAQ
SATL,SATL,SATELLOGIC INC CLASS A,Industrials,NASDAQ
CLW,CLW,CLEARWATER PAPER CORP,Materials,NYSE
FWRD,FWRD,FORWARD AIR CORP,Industrials,NASDAQ
DSGR,DSGR,DISTRIBUTION SOLUTIONS GROUP INC,Industrials,NASDAQ
AMCX,AMCX,AMC GLOBAL MEDIA INC CLASS A,Communication,NASDAQ
KRUS,KRUS,KURA SUSHI USA INC,Consumer Discretionary,NASDAQ
NEXN,NEXN,NEXXEN INTERNATIONAL LTD,Communication,NASDAQ
GOGO,GOGO,GOGO INC,Communication,NASDAQ
QUAD,QUAD,QUAD GRAPHICS INC CLASS A,Industrials,NYSE
AURA,AURA,AURA BIOSCIENCES INC,Health Care,NASDAQ
CMCL,CMCL,CALEDONIA MINING PLC,Materials,NYSE American
SLP,SLP,SIMULATIONS PLUS INC,Health Care,NASDAQ
WYFI,WYFI,WHITEFIBER INC,Information Technology,NASDAQ
NABL,NABL,N ABLE INC,Information Technology,NYSE
ABX,ABX,ABACUS GLOBAL MANAGEMENT INC CLASS,Financials,NYSE
ATLO,ATLO,AMES NATIONAL CORP,Financials,NASDAQ
CBIO,CBIO,CRESCENT BIOPHARMA INC,Health Care,NASDAQ
ZURA,ZURA,ZURA BIO LTD CLASS A,Health Care,NASDAQ
PINE,PINE,ALPINE INCOME PROPERTY TRUST INC,Real Estate,NYSE
ALMR,ALMR,ALAMAR BIOSCIENCES INC,Health Care,NASDAQ
RM,RM,REGIONAL MANAGEMENT CORP,Financials,NYSE
KYTX,KYTX,KYVERNA THERAPEUTICS INC,Health Care,NASDAQ
CLNE,CLNE,CLEAN ENERGY FUELS CORP,Energy,NASDAQ
PTLO,PTLO,PORTILLO S INC CLASS A,Consumer Discretionary,NASDAQ
MTRX,MTRX,MATRIX SERVICE,Industrials,NASDAQ
LXEO,LXEO,LEXEO THERAPEUTICS INC,Health Care,NASDAQ
MRAM,MRAM,EVERSPIN TECHNOLOGIES INC,Information Technology,NASDAQ
FCCO,FCCO,FIRST COMMUNITY CORP,Financials,NASDAQ
CVEO,CVEO,CIVEO CORP,Industrials,NYSE
CABA,CABA,CABALETTA BIO INC,Health Care,NASDAQ
XFOR,XFOR,X4 PHARMACEUTICALS INC,Health Care,NASDAQ
FSBW,FSBW,FS BANCORP INC,Financials,NASDAQ
ASPN,ASPN,ASPEN AEROGELS INC,Materials,NYSE
NATR,NATR,NATURES SUNSHINE PRODUCTS INC,Consumer Staples,NASDAQ
CATX,CATX,PERSPECTIVE THERAPEUTICS INC,Health Care,NYSE American
WEST,WEST,WESTROCK COFFEE,Consumer Staples,NASDAQ
NRDS,NRDS,NERDWALLET INC CLASS A,Financials,NASDAQ
YSWY,YSWY,YESWAY INC CLASS A,Consumer Staples,NASDAQ
CBK,CBK,COMMERCIAL BANCGROUP INC,Financials,NASDAQ
AVBC,AVBC,AVIDIA BANCORP INC,Financials,NYSE
RNGR,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,NYSE
BOC,BOC,BOSTON OMAHA CORP CLASS A,Communication,NYSE
JMSB,JMSB,JOHN MARSHALL BANCORP INC,Financials,NASDAQ
PESI,PESI,PERMA FIX ENVIRONMENTAL SERVICES I,Industrials,NASDAQ
JOUT,JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary,NASDAQ
OSS,OSS,ONE STOP SYSTEMS INC,Information Technology,NASDAQ
PLAY,PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,Consumer Discretionary,NASDAQ
BMBL,BMBL,BUMBLE INC CLASS A,Communication,NASDAQ
ABEO,ABEO,ABEONA THERAPEUTICS INC,Health Care,NASDAQ
TECX,TECX,TECTONIC THERAPEUTIC INC,Health Care,NASDAQ
JACK,JACK,JACK IN THE BOX INC,Consumer Discretionary,NASDAQ
YSS,YSS,YORK SPACE SYSTEMS INC,Industrials,NYSE
SHOE,SHOE,SHOE STATION GROUP INC,Consumer Discretionary,NASDAQ
GNE,GNE,GENIE ENERGY LTD CLASS B,Utilities,NYSE
RCKT,RCKT,ROCKET PHARMACEUTICALS INC,Health Care,NASDAQ
CRCT,CRCT,CRICUT INC CLASS A,Consumer Discretionary,NASDAQ
PRME,PRME,PRIME MEDICINE INC,Health Care,NASDAQ
RJET,RJET,REPUBLIC AIRWAYS HOLDINGS INC,Industrials,NASDAQ
FRAF,FRAF,FRANKLIN FINANCIAL SERVICES CORP,Financials,NASDAQ
BH,BH,BIGLARI HOLDINGS INCINARY CLASS B,Consumer Discretionary,NYSE
LTBR,LTBR,LIGHTBRIDGE CORP,Energy,NASDAQ
FENC,FENC,FENNEC PHARMACEUTICALS INC,Health Care,NASDAQ
BOBS,BOBS,BOBS DISCOUNT FURNITURE INC,Consumer Discretionary,NYSE
BGS,BGS,B AND G FOODS INC,Consumer Staples,NYSE
NCMI,NCMI,NATIONAL CINEMEDIA INC,Communication,NASDAQ
FUNC,FUNC,FIRST UNITED CORP,Financials,NASDAQ
AVEX,AVEX,AEVEX CORP CLASS A,Industrials,NYSE
PALI,PALI,PALISADE BIO INC,Health Care,NASDAQ
VNDA,VNDA,VANDA PHARMACEUTICALS INC,Health Care,NASDAQ
MYFW,MYFW,FIRST WESTERN FINANCIAL INC,Financials,NASDAQ
MH,MH,MCGRAW HILL INC,Consumer Discretionary,NYSE
RLGT,RLGT,RADIANT LOGISTIC INC,Industrials,NYSE American
RPAY,RPAY,REPAY HOLDINGS CORP CLASS A,Financials,NASDAQ
AGEN,AGEN,AGENUS INC,Health Care,NASDAQ
FNRN,FNRN,FIRST NORTHERN COMMUNITY BANCORP,Financials,NASDAQ
SWIM,SWIM,LATHAM GROUP INC,Consumer Discretionary,NASDAQ
EDIT,EDIT,EDITAS MEDICINE INC,Health Care,NASDAQ
FXNC,FXNC,FIRST NATIONAL CORP,Financials,NASDAQ
AVBH,AVBH,AVIDBANK HOLDINGS INC,Financials,NASDAQ
ONIT,ONIT,ONITY GROUP INC,Financials,NYSE
PANL,PANL,PANGAEA LOGISTICS SOLUTIONS LTD,Industrials,NASDAQ
LCNB,LCNB,LCNB CORP,Financials,NASDAQ
NKSH,NKSH,NATIONAL BANKSHARES INC,Financials,NASDAQ
RMNI,RMNI,RIMINI STREET INC,Information Technology,NASDAQ
NUS,NUS,NU SKIN ENTERPRISES INC CLASS A,Consumer Staples,NYSE
RR,RR,RICHTECH ROBOTICS INC CLASS B,Industrials,NASDAQ
AII,AII,AMERICAN INTEGRITY INSURANCE GROUP,Financials,NYSE
IBTA,IBTA,IBOTTA INC CLASS A,Communication,NYSE
ELDN,ELDN,ELEDON PHARMACEUTICALS INC,Health Care,NASDAQ
OSUR,OSUR,ORASURE TECHNOLOGIES INC,Health Care,NASDAQ
ZUMZ,ZUMZ,ZUMIEZ INC,Consumer Discretionary,NASDAQ
LILA,LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,NASDAQ
ARDT,ARDT,ARDENT HEALTH INC,Health Care,NYSE
ABAT,ABAT,AMERICAN BATTERY TECHNOLOGY COMPAN,Materials,NASDAQ
ELMD,ELMD,ELECTROMED INC,Health Care,NYSE American
IKT,IKT,INHIBIKASE THERAPEUTICS INC,Health Care,NASDAQ
MGPI,MGPI,MGP INGREDIENTS INC,Consumer Staples,NASDAQ
USCB,USCB,USCB FINANCIAL HOLDINGS INC CLASS,Financials,NASDAQ
KINS,KINS,KINGSTONE COMPANIES INC,Financials,NASDAQ
VOXR,VOXR,VOX ROYALTY CORP,Materials,NASDAQ
INNV,INNV,INNOVAGE HOLDING CORP,Health Care,NASDAQ
FDBC,FDBC,FIDELITY D AND D BANCORP INC,Financials,NASDAQ
FLXS,FLXS,FLEXSTEEL INDUSTRIES INC,Consumer Discretionary,NASDAQ
ZIP,ZIP,ZIPRECRUITER INC CLASS A,Communication,NYSE
DNUT,DNUT,KRISPY KREME INC,Consumer Discretionary,NASDAQ
CMPX,CMPX,COMPASS THERAPEUTICS,Health Care,NASDAQ
FBYD,FBYD,FALCON S BEYOND GLOBAL INC CLASS A,Industrials,NASDAQ
